"whiskey_id","author_id","review"
85,10,"This second standard-strength version of Casey Overeem’s sherry pair bears toffee apple cherry loaf prune juice and aged Aceto Balsamico Di Modena on the nose adding a rewarding depth of flavor. It’s rich full-bodied and clings to the teeth like a mollusk to a rock during a storm over the South East Cape. A late-night dram of cherry flesh Brazil nut ground cinnamon whole clove and cacao that dissipates into a relaxing finish of well-worn leather and wax cherry lips. £140"
86,10,"Vanilla pod dark toffee fudge manuka honey and chocolate-dipped banana bites greet the senses quickly followed by a palate of tiffin raspberry jam damsons poached pear slightly bitter cacao and Nutella scraped across hot toast. Smooth medium weight. Malty notes emerge yet sweetness battles to the fore. This is the taste of modern young Australian whisky: Australian barley Australian barrels and matured in the Australian climate at Melbourne’s New World Whisky distillery. Unsurpassed drinkability: it just wants to please. A$83"
87,10,"Creamy lemon truffles cereal notes vanilla sponge dry oak with peppered steak seasoning. Creamy sweet buttery soft honeydew melon peach notes and orange zest with a soft late spiciness though the impression is much more tame than the nose suggests. Buttery mouth-coating finish with gentle spices on the core whisky from this Tasmanian distillery."
88,4,"Sullivans Cove whisky is matured in French oak and bottled as single cask offerings and there is a big variation in taste. As a rule of thumb though anything with a number higher than 330 is worth checking out. This is a standout moving away from the Speyside-style fruitiness of some casks toward treacle chicory coffee and burnt hazelnut on the nose. The taste has apricot sweet orange honey cinnamon and menthol and the finish is soft and light. A$95"
89,4,"I'm not sure that if you loved Cask 4 you'd be so pleased with Cask 5 because it's completely different. This has the shadow of Bill Lark all over it with big over-cooked red apple flavors combining with walnut oil orange liqueur treacle toffee stewed berries and some oaky astringency. It's rich full complex and a grower — and I can feel a new love affair starting right here. A$110"
90,1,"Patrick Maguire who now heads up Hobart’s Sullivan’s Cove distillery started work with Bill Lark before taking over Sullivan’s Cove in 2003. A French-design brandy still produces a very floral sweet and full-flavored spirit with notes of lime blossom and wood sap. It’s a bold distillate but there’s sufficient sweetness and fragrant spice to balance. €95"
91,4,"This is a creamy rich refreshing departure from the more common styles of Australian whisky and it's ample proof that diversity will be a major part of the Oz story. This is milky chocolate and cocoa almost like cachaça with some soft violet and red wine notes and—somewhat bizarrely—black currant sorbet. As I said about shouting Aussies above this is anything but; a delicate light-fingered exercise in style. A$125"
92,10,"Brace yourself: the marauding alcohol vapors will slap you across the chops within inches of the glass. The finishing vessel a small sherry cask exudes sweet red fruits; Fragola Fabbri candied strawberries stewed apples and brandy characteristics. Diving in neat become immersed in a sweeping intensity of fruity plum crabapple and fig. Taming with water unlocks flavors of honey caramel green fruits and vanilla though it retains that plum leitmotif throughout. Finish of black pepper on stewed fruits. A$220"
93,4,"Bakery Hill has been at the forefront of Australian whisky for some years now but David Baker's struggled to keep making good whisky and simultaneously open export channels for it. That's about to change and a good thing too because this is very good indeed — clean fresh and malty with plenty of honey and vanilla — smooth blemish-free and excellently made  this wouldn't look out of place in Speyside. A$88"
94,4,"Arguably the world’s most improved whisky Limeburners is unrecognizable from the fledgling releases of a few years back. This is matured in 100-liter American oak barrels and finished in port. It is big and rich in flavor with oily fruit and floral notes a trace of young green barley and menthol licorice and spicy cardamom. Australian whisky is a tidal wave starting to swell. It has some way to travel but when it strikes it'll be huge. A$130"
95,4,"There are now more distilleries on the Australian island of Tasmania than there are in Ireland Japan or Canada and the island is demanding to be taken seriously as a whisky territory. At the forefront of the Aussie invasion is Sullivan’s Cove once home to some decidedly ordinary whiskies but now kicking into gear. This needs water but is a unique mix of fruit nuts and soft malt. Clean more-ish and unique this is Australia raising its flag."
96,4,"One of the challenges we face with new whisky is that it is evolving quickly and while we understand that it's hard to keep up. But the upside is we have shorter memories and that means life's easier for the likes of Old Hobart. A year ago this malt was two-dimensional overly sweet and definitely a work in progress. The change is remarkable. Now it's balanced the sherry and sweetness are in order and the sappiness has retreated. A$130"
97,10,"This verdant Tasmanian whisky is the combined product of American oak and French oak port cask aging. You get waxy palm fronds hazelnut shells toasted spices and celery tops laid over a groveside box wedged full of freshly-picked Florida oranges.Soft honeyed and gently spicy on the palate before the herbal and botanical notes overgrow it leaving clove pepper and aniseed balls on the finish. Water cuts through the greenery to show lemon meringue pie with a grapefruit edge."
98,1,"Although the Aussie whisky-making industry started in Tasmania the distilling bug is spreading across the country. Small-scale the distilleries may be but the use of brewer’s yeast local peat (in Tasmania’s case) and wood sourced from the wine industry has immediately given Aussie whisky an identity of its own. Yes it’s tiny but every great new whisky no matter where it is from chips away at Scotch whisky’s hegemony. Tasmanian-based Bill Lark is the founding father of the modern Australian whisky industry. He uses local peat and ages in small casks — and only does single cask releases. This means that by the time a tasting note is written the whisky has gone but here’s what I thought of one of them. There’s a glimpse of some fresh malt but it is the heightened aromatics that are the most interesting here. Lark points to the yeast mix as the origin of this scent. His small stills however give a muscularity to the palate while the oak is in balance. €99"
99,10,"The Nant estate is self-sufficient for about a third of the barley it needs to make its Tasmanian Highland malt whisky. Nosing reveals a lemon tree light summer fruits of melon lychee and grape floral honey barley sliced almond fragrant vanilla and a powdering of spices. Well-structured and full bodied there is blossom honey baked lemon Murray mints fresh water mint green fruits and sweet vanilla. It slips down beautifully coating the mouth leaving light spice and dark sugar. A$165"
